oid,ndethist,ncovhist,mjdstarthist,mjdendhist,corrected,stellar,ndet,g_r_max,g_r_max_corr,g_r_mean,g_r_mean_corr,firstmjd,lastmjd,deltajd,meanra,meandec,sigmara,sigmadec,class,classifier,probability,step_id_corr,target_class,candid_used,stamp_dir,stamp_error,fid,fid_band,magpsf,sigmapsf,sgscore1,sgscore2,sgscore3,distpsnr1,distpsnr2,distpsnr3,classtar,fwhm,isdiffpos,alert_ndethist,alert_ncovhist,chinr,sharpnr,objectidps1,sgmag1,srmag1,simag1,szmag1,nmtchps,ablation_prior_file
ZTF26aapnadm,1,1069,61124.18185190018,61124.18185190018,False,False,1,,,,,61124.18185190018,61124.18185190018,0.0,168.7181101,-2.7745899,0.0850997641682624,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.3701818528150154e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aapnadm,,2.0,r,18.784269332885746,0.0828230008482933,1.0,0.0302083007991313,0.9571130275726318,11.403860092163086,15.384450912475586,20.68999290466309,1.0,2.259999990463257,t,1.0,1069.0,0.9829999804496764,-0.0109999999403953,1.0467168721261122e+17,19.426300048828125,19.040599822998047,18.85770034790039,18.831100463867188,4.0,data_second_roll_out_ablation/priors/opus47_nothink/ZTF26aapnadm.json
ZTF22aayfgib,11,877,58693.5,59793.5,True,True,3,0.2750225,1.0510066,0.2673111,1.045349,59765.45819440018,59793.37785879988,27.919664399698377,340.52282956666664,-2.4544026,0.0001005270776222,1.9451735141278544e-05,AGN,stamp_classifier,0.86757034,dev,AGN,2.03937785431501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\AGN\ZTF22aayfgib,,2.0,r,20.804977416992188,0.2075523138046264,0.9727740287780762,0.5,0.006874999962747,0.1768540740013122,15.659948348999023,22.309907913208008,0.8539999723434448,1.1433824300765991,f,11.0,877.0,0.356000006198883,0.0370000004768371,1.0505340522768518e+17,20.524900436401367,20.15379905700684,19.84959983825684,19.73959922790528,5.0,data_second_roll_out_ablation/priors/opus47_nothink/ZTF22aayfgib.json
ZTF26aargnnf,1,1474,61135.39400460012,61135.39400460012,False,False,1,,,,,61135.39400460012,61135.39400460012,0.0,203.0628358,2.9805089,0.0851151347160339,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.381394003015015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aargnnf,,2.0,r,19.50919914245605,0.1732784658670425,0.9950000047683716,0.925203025341034,0.0112500004470348,7.723639965057373,26.884998321533203,28.2845458984375,0.972000002861023,3.380000114440918,t,1.0,1474.0,1.4279999732971191,-0.1289999932050705,1.1157203060698678e+17,21.322799682617188,20.588499069213867,20.102399826049805,19.877099990844727,5.0,data_second_roll_out_ablation/priors/opus47_nothink/ZTF26aargnnf.json
ZTF22abvqstd,1,1049,59904.25,59904.25,False,False,1,,,,,59904.29396989988,59904.29396989988,0.0,63.0456075,-9.7067774,,,bogus,stamp_classifier,0.956538,1.1.6,bogus,2.15029396391501e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF22abvqstd,,1.0,g,19.83639335632324,0.1634016931056976,0.7836670279502869,-999.0,-999.0,13.836430549621582,-999.0,-999.0,0.2649999856948852,4.21999979019165,f,1.0,1049.0,1.2269999980926514,-0.5090000033378601,9.635063041730173e+16,22.05240058898925,21.4606990814209,21.32950019836425,21.11800003051757,1.0,data_second_roll_out_ablation/priors/opus47_nothink/ZTF22abvqstd.json
ZTF26aargncs,1,1136,61135.393067100085,61135.393067100085,False,False,1,,,,,61135.393067100085,61135.393067100085,0.0,199.1836297,3.103085,0.0851248130202293,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.381393062215015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aargncs,,2.0,r,19.79379844665528,0.2152553051710128,0.0012499999720603,1.0,-999.0,11.371389389038086,22.3105697631836,-999.0,0.9990000128746032,2.0299999713897705,t,1.0,1136.0,0.7620000243186951,-0.4359999895095825,1.1172199182961058e+17,21.726900100708008,21.28199958801269,21.11520004272461,21.07690048217773,2.0,data_second_roll_out_ablation/priors/opus47_nothink/ZTF26aargncs.json
ZTF22abvfqfb,2,1016,59902.43972219992,60690.358356500044,False,False,2,,,,,59902.43972219992,60690.358356500044,787.9186343001202,114.08717709998896,-15.27512065,0.0476451525118742,0.0459619390912516,bogus,stamp_classifier,0.9563277,26.0.1,bogus,2.148439724015015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF22abvfqfb,,1.0,g,17.930883407592773,0.1771215200424194,0.5526189804077148,1.0,0.9892920255661012,2.879058837890625,5.025631904602051,8.357651710510254,0.0189999993890523,2.611064910888672,t,1.0,765.0,0.3260000050067901,0.003000000026077,8.96611408675394e+16,-999.0,16.636199951171875,16.215499877929688,15.92430019378662,22.0,data_second_roll_out_ablation/priors/opus47_nothink/ZTF22abvfqfb.json
ZTF21acmwtrz,1,821,59525.31576390006,59525.31576390006,False,False,1,,,,,59525.31576390006,59525.31576390006,0.0,37.3226139,-20.5803512,,,bogus,stamp_classifier,0.96715856,correction_1.0.6,bogus,1.771315765615015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\bogus\ZTF21acmwtrz,,1.0,g,19.25213623046875,0.1848097443580627,0.0083333300426602,0.5,0.5,17.37873077392578,26.38765525817871,27.860225677490234,0.9819999933242798,2.9600000381469727,t,1.0,821.0,0.847000002861023,1.3639999628067017,8.330037327777466e+16,22.227500915527344,21.789899826049805,21.36669921875,21.262699127197266,3.0,data_second_roll_out_ablation/priors/opus47_nothink/ZTF21acmwtrz.json
ZTF26aargnjp,1,1509,61135.393067100085,61135.393067100085,False,False,1,,,,,61135.393067100085,61135.393067100085,0.0,201.6695992,4.0087917,0.0852084755897522,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.381393061715015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aargnjp,,2.0,r,19.573150634765625,0.1765517443418502,0.1684170067310333,0.0,0.0113332998007535,3.7258338928222656,18.74936294555664,24.24193000793457,0.9679999947547911,2.0199999809265137,t,1.0,1509.0,0.6230000257492065,-0.0810000002384185,1.1281201670501154e+17,22.851299285888672,21.50849914550781,21.01569938659668,20.57099914550781,3.0,data_second_roll_out_ablation/priors/opus47_nothink/ZTF26aargnjp.json
ZTF26aapnain,1,3226,61124.18609949993,61124.18609949993,False,False,1,,,,,61124.18609949993,61124.18609949993,0.0,139.1447876,-0.9083625,0.0850106850266456,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.370186094515015e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aapnain,,2.0,r,18.83012008666992,0.0893770679831504,0.9422500133514404,0.8771669864654541,-999.0,17.998859405517578,18.81498336791992,-999.0,0.9819999933242798,2.299999952316284,t,1.0,3226.0,0.4790000021457672,-0.2199999988079071,1.069113914841044e+17,-999.0,21.935800552368164,21.15080070495605,20.74930000305176,2.0,data_second_roll_out_ablation/priors/opus47_nothink/ZTF26aapnain.json
ZTF26aapnaqh,1,1577,61124.18091440015,61124.18091440015,False,False,1,,,,,61124.18091440015,61124.18091440015,0.0,166.21143,11.2280076,0.0866586416959762,0.0850000008940696,asteroid,stamp_classifier,1.0,27.5.7a32.dev1,asteroid,3.3701809120150154e+18,F:\ZTF_Adjusted_Dataset\stamps_original\asteroid\ZTF26aapnaqh,,2.0,r,19.868650436401367,0.1324769258499145,1.0,0.0,-999.0,6.158161163330078,21.350112915039062,-999.0,0.968999981880188,2.109999895095825,t,1.0,1577.0,0.7369999885559082,-0.0570000000298023,1.2147166210445242e+17,21.509899139404297,20.32430076599121,19.79199981689453,19.52039909362793,2.0,data_second_roll_out_ablation/priors/opus47_nothink/ZTF26aapnaqh.json
