oid,ndethist,ncovhist,mjdstarthist,mjdendhist,corrected,stellar,ndet,g_r_max,g_r_max_corr,g_r_mean,g_r_mean_corr,firstmjd,lastmjd,deltajd,meanra,meandec,sigmara,sigmadec,class,classifier,probability,step_id_corr,target_class,candid_used,stamp_dir,stamp_error,fid,fid_band,magpsf,sigmapsf,sgscore1,sgscore2,sgscore3,distpsnr1,distpsnr2,distpsnr3,classtar,fwhm,isdiffpos,alert_ndethist,alert_ncovhist,chinr,sharpnr
ZTF24aaiwbat,17,7515,58332.29925929988,60436.44898150023,True,False,15,,,,,60409.44269679999,60436.44898150023,27.00628470024094,251.03053817369965,36.86907694714477,0.0246688472950109,0.0197352894566928,SN,stamp_classifier,0.953128,24.4.1,SN,2.655442691015015e+18,F:\ZTF_Adjusted_Dataset\stamps\SN\ZTF24aaiwbat,,2.0,r,20.372802734375,0.0812331661581993,0.0,0.1626670062541961,0.0,0.2669376730918884,25.711057662963867,28.23003196716309,0.99099999666214,1.3142712116241455,t,3.0,7474.0,6.579999923706055,0.5080000162124634
ZTF24abkmkko,1,1135,60585.29815969989,60585.29815969989,True,False,1,,,,,60585.29815969989,60585.29815969989,0.0,7.2637055,6.2278665,0.0855046212673187,0.0850000008940696,SN,stamp_classifier,0.95293105,24.5.2a6,SN,2.831298153315015e+18,F:\ZTF_Adjusted_Dataset\stamps\SN\ZTF24abkmkko,,2.0,r,21.183448791503903,0.1548584401607513,0.0,0.5,0.5,0.1435875594615936,1.917631149291992,11.695982933044434,0.9739999771118164,2.369999885559082,t,1.0,1135.0,1.0709999799728394,0.1180000007152557
ZTF24aaiwaua,6,4013,60409.44269679999,60411.51118060015,False,False,6,,,,,60409.44269679999,60411.51118060015,2.06848380016163,250.72776385157127,41.20329735550109,0.0127373334017874,0.009583276407299,SN,stamp_classifier,0.95174056,24.4.1,SN,2.655442694215015e+18,F:\ZTF_Adjusted_Dataset\stamps\SN\ZTF24aaiwaua,,2.0,r,20.995332717895508,0.1134865880012512,0.0,0.0100416997447609,0.9767860174179076,1.8803060054779053,12.24588108062744,24.566814422607425,0.9710000157356262,1.9800000190734863,t,1.0,4005.0,4.913000106811523,0.4250000119209289
ZTF24aaizntk,3,4620,60169.23196760006,60410.4800809999,True,False,2,,,,,60410.46107639978,60410.4800809999,0.0190046001225709,264.4962555667832,41.16068671659487,0.0685822070561374,0.0516332581488631,SN,stamp_classifier,0.95081323,24.4.1,SN,2.656461073415015e+18,F:\ZTF_Adjusted_Dataset\stamps\SN\ZTF24aaizntk,,2.0,r,21.102558135986328,0.1544448137283325,0.1290829926729202,0.094309501349926,0.9906669855117798,0.1403055936098098,5.080499172210693,17.497303009033203,0.9800000190734864,1.354501247406006,t,2.0,4619.0,4.706999778747559,0.3260000050067901
ZTF25aaxmsns,14,4828,60845.24888890004,60859.34456019988,True,False,13,,,,,60845.24888890004,60859.34456019988,14.09567129984498,246.55065639028928,34.1670495235523,0.0247272949603798,0.0204594547678278,SN,stamp_classifier,0.9472483,27.5.6,SN,3.099236623415015e+18,F:\ZTF_Adjusted_Dataset\stamps\SN\ZTF25aaxmsns,,2.0,r,19.68643569946289,0.0854221954941749,0.0107083003968,0.7087500095367432,0.7383040189743042,1.6896008253097534,5.7572855949401855,6.458117961883545,0.9950000047683716,1.6799999475479126,t,7.0,4820.0,3.0239999294281006,0.4339999854564667
ZTF24abjioxz,29,1398,60578.40946759982,60586.44113430008,True,False,26,,,,,60578.40946759982,60586.44113430008,8.031666700262576,4.33528660000233,-9.007211149998174,0.046535788295405,0.0459619379237828,SN,stamp_classifier,0.94607085,24.5.2a6,SN,2.831213904315015e+18,F:\ZTF_Adjusted_Dataset\stamps\SN\ZTF24abjioxz,,2.0,r,19.592050552368164,0.0572640113532543,0.0125000001862645,0.961875021457672,0.987500011920929,0.6477454304695129,8.485934257507324,10.91884994506836,0.9869999885559082,1.7699999809265137,t,5.0,1372.0,2.9170000553131104,0.2339999973773956
ZTF24aaiwamb,2,7716,60409.43976850016,60410.451817099936,True,False,2,,,,,60409.43976850016,60410.451817099936,1.0120485997758806,247.12573640004504,30.33581815,0.0696390586703956,0.0601040770330592,SN,stamp_classifier,0.9454013,24.4.1,SN,2.655439760315015e+18,F:\ZTF_Adjusted_Dataset\stamps\SN\ZTF24aaiwamb,,2.0,r,21.40047836303711,0.159301683306694,0.0016666699666529,0.0145832998678088,0.0066666700877249,0.9554782509803772,14.509881019592283,17.22640609741211,0.9570000171661376,1.3980950117111206,t,1.0,7713.0,4.85699987411499,0.6129999756813049
ZTF24abkkjrr,32,1611,60578.41140050022,60586.47944439994,True,False,28,,,,,60578.41140050022,60586.47944439994,8.068043899722397,5.802516850000247,1.1076688499987586,0.0459705305145244,0.0459619378264937,SN,stamp_classifier,0.9427726,24.5.2a6,SN,2.831228350615015e+18,F:\ZTF_Adjusted_Dataset\stamps\SN\ZTF24abkkjrr,,1.0,g,20.59039878845215,0.1109435856342315,0.0016666699666529,0.5,0.0359583012759685,0.630569338798523,1.0793564319610596,12.05263328552246,0.9829999804496764,2.309999942779541,t,6.0,1584.0,1.131999969482422,0.0860000029206276
ZTF24abkueki,4,1374,60586.203576399945,60586.34320600005,True,False,4,,,,,60586.203576399945,60586.34320600005,0.1396296001039445,2.615549966666668,1.3844799333332918,0.0375387265576427,0.0375277660943366,SN,stamp_classifier,0.9417462,24.5.2a6,SN,2.832203571515015e+18,F:\ZTF_Adjusted_Dataset\stamps\SN\ZTF24abkueki,,1.0,g,21.09950256347656,0.1477276235818863,0.0,0.5,0.0016666699666529,0.5021726489067078,13.042662620544434,13.28375244140625,0.9879999756813048,1.3427940607070925,t,1.0,1368.0,2.924999952316284,0.2259999960660934
ZTF18abjjgwy,15,3606,58323.25,59971.5,True,False,12,-0.094931,0.168931,-0.41194078,0.12840489,59930.496956000105,59971.46400459996,40.96704859985039,240.3128661083334,74.70515618333332,0.0002889503369051,9.99885432819368e-05,SN,stamp_classifier,0.9411939,1.1.6,SN,2.176496951915015e+18,F:\ZTF_Adjusted_Dataset\stamps\SN\ZTF18abjjgwy,,1.0,g,18.681455612182617,0.1048038676381111,0.0,0.5,0.0822023972868919,0.5793218016624451,2.643908739089966,22.080320358276367,0.968999981880188,4.300000190734863,t,3.0,3580.0,5.0329999923706055,0.515999972820282
